"user_message","tool_calls"
"Cold out?","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""current""}}]"
"Thermometer check","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""current""}}]"
"Temperatura actual","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""current""}}]"
"¿Qué tiempo hace?","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""current""}}]"
"¿Hace frío?","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""current""}}]"
"Hey copilot, could you give me a quick update on my now?","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""current""}}]"
"I was wondering how my current now is looking right now.","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""current""}}]"
"Show me water info","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""water""}}]"
"What is the water status?","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""water""}}]"
"Metrics for water","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""water""}}]"
"Report water","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""water""}}]"
"Can I see the water?","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""water""}}]"
"Give me my water metrics","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""water""}}]"
"water?","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""water""}}]"
"Update water","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""water""}}]"
"Water source?","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""water""}}]"
"Need a drink","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""water""}}]"
"Punto de agua","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""water""}}]"
"¿Dónde hay agua?","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""water""}}]"
"Busca una fuente","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""water""}}]"
"Can you tell me about the water?","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""water""}}]"
"I was wondering how my current water is looking right now.","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""water""}}]"
"Give me my coffee metrics","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""cafe""}}]"
"Monitor coffee","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""cafe""}}]"
"Tell me about coffee","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""cafe""}}]"
"Give me a coffee update","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""cafe""}}]"
"I need to know my coffee","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""cafe""}}]"
"Any info on coffee?","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""cafe""}}]"
"Update coffee","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""cafe""}}]"
"coffee today","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""cafe""}}]"
"Espresso time","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""cafe""}}]"
"Cappuccino please","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""cafe""}}]"
"Busca café","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""cafe""}}]"
"Parada para café","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""cafe""}}]"
"¿Alguna cafetería?","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""cafe""}}]"
"I was wondering how my current coffee is looking right now.","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""cafe""}}]"
"I am curious about the coffee situation.","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""cafe""}}]"
"I need to know my bike shop","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""bike_shop""}}]"
"Monitor bike shop","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""bike_shop""}}]"
"Is bike shop okay?","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""bike_shop""}}]"
"Show me bike shop info","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""bike_shop""}}]"
"Report bike shop","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""bike_shop""}}]"
"Any info on bike shop?","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""bike_shop""}}]"
"bike shop?","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""bike_shop""}}]"
"Update bike shop","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""bike_shop""}}]"
"Flat tire help","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""bike_shop""}}]"
"Mechanical issue","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""bike_shop""}}]"
"Tienda de bicis","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""bike_shop""}}]"
"Mecánico cerca","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""bike_shop""}}]"
"Taller de bicis","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""bike_shop""}}]"
"Hey copilot, could you give me a quick update on my bike shop?","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""bike_shop""}}]"
"Let me see the bike shop stats please.","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""bike_shop""}}]"
"Monitor rest area","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""rest_area""}}]"
"Check my rest area","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""rest_area""}}]"
"Show me rest area info","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""rest_area""}}]"
"Is rest area okay?","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""rest_area""}}]"
"Display rest area","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""rest_area""}}]"
"Give me my rest area metrics","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""rest_area""}}]"
"rest area status","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""rest_area""}}]"
"Hey rest area","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""rest_area""}}]"
"Taking a break","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""rest_area""}}]"
"Need to stop","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""rest_area""}}]"
"Para estirar el cuerpo","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""rest_area""}}]"
"Área recreativa","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""rest_area""}}]"
"Zona de descanso","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""rest_area""}}]"
"Could you please check the rest area for me?","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""rest_area""}}]"
"I'd like to know what's happening with my rest area.","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""rest_area""}}]"
"Check my shelter","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""shelter""}}]"
"Display shelter","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""shelter""}}]"
"Can I see the shelter?","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""shelter""}}]"
"Is shelter okay?","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""shelter""}}]"
"Report shelter","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""shelter""}}]"
"Tell me about shelter","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""shelter""}}]"
"Update shelter","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""shelter""}}]"
"shelter?","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""shelter""}}]"
"Somewhere dry","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""shelter""}}]"
"Hide from rain","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""shelter""}}]"
"Sitio cubierto","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""shelter""}}]"
"Búscame refugio","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""shelter""}}]"
"Techado cerca","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""shelter""}}]"
"I'd like to know what's happening with my shelter.","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""shelter""}}]"
"Hey copilot, could you give me a quick update on my shelter?","[{""name"": ""find_nearby_poi"", ""args"": {""query"": ""shelter""}}]"
"Monitor flatter","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"What is the flatter status?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Metrics for flatter","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Check my flatter","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Is flatter okay?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Update on flatter","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Update flatter","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"flatter report","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Flat roads only","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Easy path","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Ruta más llana","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Camino fácil","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Evitar pendientes","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Could you please check the flatter for me?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Hey copilot, could you give me a quick update on my flatter?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Show me quiet info","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""avoid_main_roads""}}]"
"Status of quiet please","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""avoid_main_roads""}}]"
"Display quiet","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""avoid_main_roads""}}]"
"What is the quiet status?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""avoid_main_roads""}}]"
"Update on quiet","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""avoid_main_roads""}}]"
"Give me my quiet metrics","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""avoid_main_roads""}}]"
"Read quiet","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""avoid_main_roads""}}]"
"quiet today","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""avoid_main_roads""}}]"
"Safe roads","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""avoid_main_roads""}}]"
"Too much traffic","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""avoid_main_roads""}}]"
"Vías verdes","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""avoid_main_roads""}}]"
"Carreteras secundarias","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""avoid_main_roads""}}]"
"Evitar tráfico","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""avoid_main_roads""}}]"
"Is there any info on the quiet?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""avoid_main_roads""}}]"
"I was wondering how my current quiet is looking right now.","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""avoid_main_roads""}}]"
"Metrics for shorter","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"Status of shorter please","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"Can I see the shorter?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"I need to know my shorter","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"Show me shorter info","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"Monitor shorter","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"shorter?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"Update shorter","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"Tight schedule","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"Running late","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"Ruta corta","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"Atajo por favor","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"Vía rápida","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"I was wondering how my current shorter is looking right now.","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"Is there any info on the shorter?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"I need to know my scenic","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"Report scenic","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"Can I see the scenic?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"Show me scenic info","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"Give me a scenic update","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"What is the scenic status?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"Quick scenic","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"scenic check","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"Instagram spots","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"Nice route","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"Paseo agradable","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"Camino panorámico","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"Vistas panorámicas","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"Hey copilot, could you give me a quick update on my scenic?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"Let me see the scenic stats please.","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"Monitor flatter.","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Update on flatter.","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Give me my flatter metrics","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Is flatter okay?.","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Show me flatter info","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"How is my flatter looking?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Current flatter","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Read flatter","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Flat roads only.","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Easy path.","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Camino fácil.","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Sin cuestas","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Ruta más llana.","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Let me see the flatter stats please.","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"I was wondering how my current flatter is looking right now.","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Can I see the sheltered?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"Report sheltered","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"Any info on sheltered?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"How is my sheltered looking?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"Tell me about sheltered","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"Check my sheltered","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"Current sheltered","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"Hey sheltered","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"Inner roads","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"Too windy","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"Ruta protegida","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"Evitar viento","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"Ruta arbolada","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"Is there any info on the sheltered?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"I was wondering how my current sheltered is looking right now.","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"Is fitness level okay?","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"Tell me about fitness level","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"Check my fitness level","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"What is the fitness level status?","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"Monitor fitness level","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"Current fitness level data","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"fitness level status","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"fitness level report","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"Training status?","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"Power profile","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"¿Cómo entreno?","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"Rendimiento histórico","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"Mi forma física","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"Hey copilot, could you give me a quick update on my fitness level?","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"Could you please check the fitness level for me?","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
